date,time,latitude,longitude,gps_speed,gps_alt,gps_heading,gps_distance,speed,voltage,phase_current,current,power,torque,pwm,battery_level,distance,totaldistance,system_temp,temp2,tilt,roll,mode,alert
2025-09-12,08:44:45.776,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,2.70,118.43,17.60,1.98,234.49,0.00,11.26,80,1,2366890,37,0,-0.92,0.00,,
2025-09-12,08:44:45.776,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,2.70,118.43,17.60,1.98,234.49,0.00,11.26,80,1,2366890,37,0,-0.92,0.00,,
2025-09-12,08:44:45.776,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,2.70,118.43,17.60,1.98,234.49,0.00,11.26,80,1,2366890,37,0,-0.92,0.00,,
2025-09-12,08:44:46.372,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,5.90,118.18,21.70,3.77,445.54,0.00,17.36,79,2,2366891,37,0,-1.14,0.00,,
2025-09-12,08:44:46.372,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,5.90,118.18,21.70,3.77,445.54,0.00,17.36,79,2,2366891,37,0,-1.14,0.00,,
2025-09-12,08:44:46.372,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,5.90,118.18,21.70,3.77,445.54,0.00,17.36,79,2,2366891,37,0,-1.14,0.00,,
2025-09-12,08:44:46.971,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,9.20,118.77,12.20,1.01,119.96,0.00,8.28,81,4,2366893,37,0,0.67,0.00,,
2025-09-12,08:44:46.971,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,9.20,118.77,12.20,1.01,119.96,0.00,8.28,81,4,2366893,37,0,0.67,0.00,,
2025-09-12,08:44:46.971,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,9.20,118.77,12.20,1.01,119.96,0.00,8.28,81,4,2366893,37,0,0.67,0.00,,
2025-09-12,08:44:47.604,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,8.00,118.77,10.20,0.46,54.63,0.00,4.54,81,5,2366894,37,0,0.62,0.00,,
2025-09-12,08:44:47.604,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,8.00,118.77,10.20,0.46,54.63,0.00,4.54,81,5,2366894,37,0,0.62,0.00,,
2025-09-12,08:44:47.604,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,8.00,118.77,10.20,0.46,54.63,0.00,4.54,81,5,2366894,37,0,0.62,0.00,,
2025-09-12,08:44:48.192,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,5.40,118.72,5.70,0.18,21.37,0.00,3.12,81,6,2366895,37,0,0.35,0.00,,
2025-09-12,08:44:48.192,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,5.40,118.72,5.70,0.18,21.37,0.00,3.12,81,6,2366895,37,0,0.35,0.00,,
2025-09-12,08:44:48.192,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,5.40,118.72,5.70,0.18,21.37,0.00,3.12,81,6,2366895,37,0,0.35,0.00,,
2025-09-12,08:44:48.790,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,4.00,118.43,18.50,1.69,200.15,0.00,9.12,80,6,2366895,37,0,-0.87,0.00,,
2025-09-12,08:44:48.790,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,4.00,118.43,18.50,1.69,200.15,0.00,9.12,80,6,2366895,37,0,-0.87,0.00,,
2025-09-12,08:44:48.790,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,4.00,118.43,18.50,1.69,200.15,0.00,9.12,80,6,2366895,37,0,-0.87,0.00,,
2025-09-12,08:44:49.391,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,5.00,118.77,7.30,0.31,36.82,0.00,4.22,81,7,2366896,37,0,0.39,0.00,,
2025-09-12,08:44:49.391,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,5.00,118.77,7.30,0.31,36.82,0.00,4.22,81,7,2366896,37,0,0.39,0.00,,
2025-09-12,08:44:49.391,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,5.00,118.77,7.30,0.31,36.82,0.00,4.22,81,7,2366896,37,0,0.39,0.00,,
2025-09-12,08:44:50.051,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,4.60,118.77,10.00,0.19,22.57,0.00,1.86,81,8,2366897,37,0,0.51,0.00,,
2025-09-12,08:44:50.051,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,4.60,118.77,10.00,0.19,22.57,0.00,1.86,81,8,2366897,37,0,0.51,0.00,,
2025-09-12,08:44:50.051,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,4.60,118.77,10.00,0.19,22.57,0.00,1.86,81,8,2366897,37,0,0.51,0.00,,
2025-09-12,08:44:50.596,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,3.70,118.72,4.70,0.13,15.43,0.00,2.76,81,8,2366897,37,0,0.23,0.00,,
2025-09-12,08:44:50.596,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,3.70,118.72,4.70,0.13,15.43,0.00,2.76,81,8,2366897,37,0,0.23,0.00,,
2025-09-12,08:44:50.596,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,3.70,118.72,4.70,0.13,15.43,0.00,2.76,81,8,2366897,37,0,0.23,0.00,,
2025-09-12,08:44:51.233,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,3.50,118.81,3.80,0.20,23.76,0.00,5.34,81,9,2366898,37,0,-0.06,0.00,,
2025-09-12,08:44:51.233,53.2593594,50.2388986,0.0,151.20001220703125,0.0,0,3.50,118.81,3.80,0.20,23.76,0.00,5.34,81,9,2366898,37,0,-0.06,0.00,,
