date,time,latitude,longitude,gps_speed,gps_alt,gps_heading,gps_distance,speed,voltage,phase_current,current,power,torque,pwm,battery_level,distance,totaldistance,system_temp,temp2,tilt,roll,mode,alert
2025-09-07,17:03:57.074,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,1.60,113.13,8.00,0.81,91.64,0.00,10.14,58,0,2334202,30,0,-0.47,0.00,,
2025-09-07,17:03:57.281,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,2.80,113.13,3.30,0.35,39.60,0.00,10.57,58,0,2334202,30,0,-0.24,0.00,,
2025-09-07,17:03:57.482,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,4.10,113.14,1.70,0.17,19.23,0.00,9.85,58,1,2334203,30,0,-0.12,0.00,,
2025-09-07,17:03:57.681,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,4.90,113.17,0.90,0.05,5.66,0.00,6.08,58,1,2334203,30,0,0.05,0.00,,
2025-09-07,17:03:57.888,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,5.30,113.17,0.30,0.02,2.26,0.00,7.14,58,1,2334203,30,0,0.06,0.00,,
2025-09-07,17:03:58.083,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,5.30,113.16,0.80,0.05,5.66,0.00,6.18,58,2,2334204,30,0,0.12,0.00,,
2025-09-07,17:03:58.282,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,5.20,113.18,1.20,0.05,5.66,0.00,4.48,58,2,2334204,30,0,0.17,0.00,,
2025-09-07,17:03:58.485,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,5.00,113.18,0.90,0.04,4.53,0.00,4.32,58,2,2334204,30,0,0.14,0.00,,
2025-09-07,17:03:58.739,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,4.60,113.18,0.20,0.01,1.13,0.00,6.00,58,2,2334204,30,0,0.05,0.00,,
2025-09-07,17:03:58.882,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,4.20,113.15,3.20,0.26,29.42,0.00,7.97,58,2,2334204,30,0,-0.13,0.00,,
2025-09-07,17:03:59.111,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,4.00,113.16,2.60,0.20,22.63,0.00,7.84,58,3,2334205,30,0,-0.14,0.00,,
2025-09-07,17:03:59.322,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,4.10,113.17,3.80,0.09,10.19,0.00,2.33,58,3,2334205,30,0,0.15,0.00,,
2025-09-07,17:03:59.822,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,3.20,113.18,9.20,0.27,30.56,0.00,2.96,58,3,2334205,30,0,0.37,0.00,,
2025-09-07,17:03:59.903,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,2.20,113.16,10.70,0.63,71.29,0.00,5.93,58,3,2334205,30,0,0.44,0.00,,
2025-09-07,17:04:00.142,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,1.50,113.12,6.20,0.50,56.56,0.00,8.00,58,3,2334205,30,0,0.29,0.00,,
2025-09-07,17:04:00.314,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,2.20,113.13,0.10,0.01,1.13,0.00,6.29,58,4,2334206,30,0,-0.01,0.00,,
2025-09-07,17:04:00.539,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,3.20,113.18,6.00,0.16,18.11,0.00,2.70,58,4,2334206,30,0,-0.23,0.00,,
2025-09-07,17:04:00.702,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,3.80,113.19,11.90,0.18,20.37,0.00,1.50,58,4,2334206,30,0,-0.49,0.00,,
2025-09-07,17:04:00.903,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,3.50,113.17,13.20,0.69,78.09,0.00,5.25,58,4,2334206,30,0,-0.56,0.00,,
2025-09-07,17:04:01.181,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,2.40,113.15,7.30,0.49,55.44,0.00,6.76,58,4,2334206,30,0,-0.27,0.00,,
2025-09-07,17:04:01.302,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,2.20,113.15,5.70,0.10,11.32,0.00,1.72,58,4,2334206,30,0,0.25,0.00,,
2025-09-07,17:04:01.510,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,3.00,112.47,34.80,20.12,2262.90,0.00,57.82,55,5,2334207,30,0,2.05,0.00,,
2025-09-07,17:04:01.803,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,9.70,110.02,44.80,44.80,4928.90,0.00,100.00,45,8,2334210,30,0,2.56,0.00,,
2025-09-07,17:04:01.985,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,33.40,110.93,0.80,0.80,88.74,0.00,100.00,49,14,2334216,30,0,11.31,0.00,,
2025-09-07,17:04:02.124,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,61.70,111.81,10.00,10.00,1118.10,0.00,100.00,52,19,2334221,30,0,9.33,0.00,,
2025-09-07,17:04:02.434,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,77.90,112.15,7.50,7.50,841.13,0.00,100.00,54,24,2334226,30,0,9.81,0.00,,
2025-09-07,17:04:02.691,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,86.40,112.29,9.30,9.30,1044.30,0.00,100.00,54,30,2334232,30,0,9.03,0.00,,
2025-09-07,17:04:02.878,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,90.90,112.37,8.30,8.30,932.67,0.00,100.00,55,35,2334237,30,0,8.68,0.00,,
2025-09-07,17:04:02.935,53.2593031,50.2386925,0.0,167.50001525878906,0.0,0,93.10,112.42,8.90,8.90,1000.54,0.00,100.00,55,41,2334243,30,0,8.58,0.00,,
