date,time,latitude,longitude,gps_speed,gps_alt,gps_heading,gps_distance,speed,voltage,phase_current,current,power,torque,pwm,battery_level,distance,totaldistance,system_temp,temp2,tilt,roll,mode,alert
2025-09-07,18:16:18.729,53.2592984,50.2386372,0.0,167.3000030517578,0.0,0,0.60,113.18,2.60,0.07,7.92,0.00,2.88,58,0,2334321,29,0,-0.11,0.00,,
2025-09-07,18:16:18.918,53.2592984,50.2386372,0.0,167.3000030517578,0.0,0,0.50,113.16,2.80,0.08,9.05,0.00,2.80,58,0,2334321,29,0,-0.12,0.00,,
2025-09-07,18:16:19.141,53.2592984,50.2386372,0.0,167.3000030517578,0.0,0,0.50,113.19,0.50,0.01,1.13,0.00,1.05,58,0,2334321,29,0,0.00,0.00,,
2025-09-07,18:16:19.313,53.2592984,50.2386372,0.0,167.3000030517578,0.0,0,0.50,113.18,1.90,0.04,4.53,0.00,1.86,58,0,2334321,29,0,0.11,0.00,,
2025-09-07,18:16:19.490,53.2592984,50.2386372,0.0,167.3000030517578,0.0,0,0.20,113.17,3.90,0.13,14.71,0.00,3.25,58,0,2334321,29,0,0.20,0.00,,
2025-09-07,18:16:19.712,53.2592984,50.2386372,0.0,167.3000030517578,0.0,0,0.10,113.17,4.90,0.20,22.63,0.00,4.17,58,0,2334321,29,0,0.26,0.00,,
2025-09-07,18:16:19.911,53.2592984,50.2386372,0.0,167.3000030517578,0.0,0,0.40,113.17,2.90,0.13,14.71,0.00,4.32,58,0,2334321,29,0,0.18,0.00,,
2025-09-07,18:16:20.130,53.2592984,50.2386372,0.0,167.3000030517578,0.0,0,0.90,113.17,3.20,0.01,1.13,0.00,0.45,58,0,2334321,29,0,-0.10,0.00,,
2025-09-07,18:16:20.349,53.2592984,50.2386372,0.0,167.3000030517578,0.0,0,1.20,113.17,5.60,0.11,12.45,0.00,1.89,58,0,2334321,29,0,-0.22,0.00,,
2025-09-07,18:16:20.550,53.2592984,50.2386372,0.0,167.3000030517578,0.0,0,1.10,113.17,7.80,0.30,33.95,0.00,3.80,58,0,2334321,29,0,-0.32,0.00,,
2025-09-07,18:16:20.709,53.2592984,50.2386372,0.0,167.3000030517578,0.0,0,0.80,113.15,8.40,0.45,50.92,0.00,5.34,58,0,2334321,29,0,-0.40,0.00,,
2025-09-07,18:16:20.917,53.2592984,50.2386372,0.0,167.3000030517578,0.0,0,1.00,113.14,8.20,0.52,58.83,0.00,6.37,58,0,2334321,29,0,-0.39,0.00,,
