date,time,latitude,longitude,gps_speed,gps_alt,gps_heading,gps_distance,speed,voltage,phase_current,current,power,torque,pwm,battery_level,distance,totaldistance,system_temp,temp2,tilt,roll,mode,alert
2025-09-14,21:20:32.461,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,2.70,120.89,5.70,0.07,8.46,0.00,1.29,90,0,2400144,30,0,0.27,0.00,,
2025-09-14,21:20:32.647,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,3.00,120.80,4.90,0.05,6.04,0.00,0.98,89,0,2400144,30,0,0.27,0.00,,
2025-09-14,21:20:32.861,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,2.50,120.80,3.70,0.08,9.66,0.00,2.16,89,0,2400144,30,0,0.18,0.00,,
2025-09-14,21:20:33.045,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,1.60,120.84,4.40,0.15,18.13,0.00,3.40,90,0,2400144,30,0,0.21,0.00,,
2025-09-14,21:20:33.261,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.90,120.76,7.30,0.36,43.47,0.00,4.92,89,0,2400144,30,0,0.34,0.00,,
2025-09-14,21:20:33.468,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,1.00,120.76,4.20,0.27,32.61,0.00,6.46,89,1,2400145,30,0,0.24,0.00,,
2025-09-14,21:20:33.647,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,1.80,120.80,0.80,0.05,6.04,0.00,6.02,89,1,2400145,30,0,0.07,0.00,,
2025-09-14,21:20:33.861,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,2.70,120.84,1.50,0.04,4.83,0.00,2.69,90,1,2400145,30,0,-0.04,0.00,,
2025-09-14,21:20:34.061,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,3.00,120.80,2.80,0.03,3.62,0.00,1.02,89,1,2400145,30,0,-0.10,0.00,,
2025-09-14,21:20:34.264,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,2.70,120.80,3.30,0.03,3.62,0.00,0.80,89,1,2400145,30,0,-0.09,0.00,,
2025-09-14,21:20:34.448,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,2.20,120.80,1.20,0.01,1.21,0.00,1.18,89,1,2400145,30,0,0.00,0.00,,
2025-09-14,21:20:34.661,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,1.50,120.76,1.20,0.02,2.42,0.00,1.77,89,1,2400145,30,0,0.03,0.00,,
2025-09-14,21:20:34.867,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.80,120.80,0.10,0.00,0.00,0.00,1.06,89,1,2400145,30,0,0.07,0.00,,
2025-09-14,21:20:35.061,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.70,120.76,0.90,0.00,0.00,0.00,0.22,89,1,2400145,30,0,0.11,0.00,,
2025-09-14,21:20:35.261,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.70,120.76,1.60,0.01,1.21,0.00,0.50,89,1,2400145,30,0,0.15,0.00,,
2025-09-14,21:20:35.463,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.70,120.80,4.10,0.09,10.87,0.00,2.24,89,1,2400145,30,0,0.25,0.00,,
2025-09-14,21:20:35.666,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.50,120.80,2.00,0.05,6.04,0.00,2.40,89,1,2400145,30,0,0.18,0.00,,
2025-09-14,21:20:35.865,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.30,120.76,0.80,0.01,1.21,0.00,0.85,89,1,2400145,30,0,0.10,0.00,,
2025-09-14,21:20:36.065,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.30,120.76,1.40,0.02,2.42,0.00,1.14,89,1,2400145,30,0,0.12,0.00,,
2025-09-14,21:20:36.281,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.10,120.80,1.30,0.02,2.42,0.00,1.18,89,1,2400145,30,0,0.12,0.00,,
2025-09-14,21:20:36.467,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.00,120.80,0.90,0.01,1.21,0.00,0.68,89,1,2400145,30,0,0.10,0.00,,
2025-09-14,21:20:36.681,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.00,118.97,1.80,0.03,3.57,0.00,1.54,82,1,2400145,30,0,0.14,0.00,,
2025-09-14,21:20:36.881,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.00,120.68,1.10,0.01,1.21,0.00,1.26,89,1,2400145,30,0,0.11,0.00,,
2025-09-14,21:20:37.081,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.10,120.80,1.10,0.02,2.42,0.00,1.61,89,1,2400145,30,0,0.10,0.00,,
2025-09-14,21:20:37.281,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.20,120.76,1.00,0.01,1.21,0.00,1.26,89,1,2400145,30,0,0.09,0.00,,
2025-09-14,21:20:37.481,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.10,120.76,1.20,0.04,4.83,0.00,3.42,89,1,2400145,30,0,0.12,0.00,,
2025-09-14,21:20:37.681,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,0.50,120.76,2.50,0.16,19.32,0.00,6.34,89,2,2400146,30,0,0.18,0.00,,
2025-09-14,21:20:37.881,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,1.40,120.80,2.40,0.23,27.78,0.00,9.72,89,2,2400146,30,0,0.17,0.00,,
2025-09-14,21:20:38.090,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,3.00,120.80,1.80,0.22,26.58,0.00,12.40,89,2,2400146,30,0,0.14,0.00,,
2025-09-14,21:20:38.283,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,4.90,120.72,1.90,0.28,33.80,0.00,14.58,89,3,2400147,30,0,0.14,0.00,,
2025-09-14,21:20:38.507,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,6.80,120.72,1.90,0.32,38.63,0.00,16.94,89,3,2400147,30,0,0.14,0.00,,
2025-09-14,21:20:38.687,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,8.70,120.76,1.30,0.24,28.98,0.00,18.22,89,4,2400148,30,0,0.11,0.00,,
2025-09-14,21:20:38.904,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,10.30,120.72,1.20,0.23,27.77,0.00,19.16,89,5,2400149,30,0,0.10,0.00,,
2025-09-14,21:20:39.101,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,11.60,120.76,1.00,0.20,24.15,0.00,19.98,89,5,2400149,30,0,0.09,0.00,,
2025-09-14,21:20:39.301,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,12.70,120.76,1.00,0.20,24.15,0.00,20.42,89,6,2400150,30,0,0.08,0.00,,
2025-09-14,21:20:39.487,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,13.50,120.72,1.20,0.26,31.39,0.00,21.60,89,7,2400151,30,0,0.10,0.00,,
2025-09-14,21:20:39.701,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,14.20,120.68,0.50,0.11,13.27,0.00,21.29,89,8,2400152,30,0,0.06,0.00,,
2025-09-14,21:20:39.903,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,14.80,120.76,0.30,0.06,7.25,0.00,20.57,89,9,2400153,30,0,0.06,0.00,,
2025-09-14,21:20:40.101,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,15.20,120.72,1.00,0.21,25.35,0.00,21.34,89,10,2400154,30,0,0.09,0.00,,
2025-09-14,21:20:40.301,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,15.30,120.72,1.20,0.26,31.39,0.00,22.04,89,11,2400155,30,0,0.10,0.00,,
2025-09-14,21:20:40.514,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,15.30,120.64,2.40,0.59,71.18,0.00,24.50,89,11,2400155,30,0,0.16,0.00,,
2025-09-14,21:20:40.705,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,16.00,120.68,2.40,0.67,80.86,0.00,28.08,89,13,2400157,30,0,0.17,0.00,,
2025-09-14,21:20:40.917,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,17.30,120.64,1.50,0.46,55.49,0.00,30.58,89,14,2400158,30,0,0.13,0.00,,
2025-09-14,21:20:41.122,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,19.10,120.72,1.30,0.41,49.50,0.00,31.92,89,15,2400159,30,0,0.11,0.00,,
2025-09-14,21:20:41.321,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,21.00,120.51,1.00,0.32,38.56,0.00,32.36,88,16,2400160,30,0,0.09,0.00,,
2025-09-14,21:20:41.528,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,22.30,120.68,0.80,0.26,31.38,0.00,32.18,89,18,2400162,30,0,0.08,0.00,,
2025-09-14,21:20:41.728,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,23.10,120.76,0.80,0.25,30.19,0.00,31.49,89,19,2400163,30,0,0.07,0.00,,
2025-09-14,21:20:41.926,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,23.40,120.72,0.30,0.09,10.86,0.00,29.60,89,20,2400164,30,0,0.04,0.00,,
2025-09-14,21:20:42.108,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,23.20,120.68,0.80,0.21,25.34,0.00,25.80,89,21,2400165,30,0,-0.01,0.00,,
2025-09-14,21:20:42.321,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,22.30,120.72,0.50,0.11,13.28,0.00,22.53,89,23,2400167,30,0,0.00,0.00,,
2025-09-14,21:20:42.522,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,20.70,120.76,0.40,0.08,9.66,0.00,19.92,89,23,2400167,30,0,0.01,0.00,,
2025-09-14,21:20:42.721,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,18.70,120.72,0.20,0.04,4.83,0.00,17.96,89,24,2400168,30,0,0.02,0.00,,
2025-09-14,21:20:42.922,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,16.80,120.72,0.50,0.09,10.86,0.00,18.12,89,25,2400169,30,0,0.06,0.00,,
2025-09-14,21:20:43.124,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,15.00,120.76,1.10,0.21,25.36,0.00,19.09,89,26,2400170,30,0,0.09,0.00,,
2025-09-14,21:20:43.325,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,14.10,120.72,0.70,0.14,16.90,0.00,19.52,89,27,2400171,30,0,0.07,0.00,,
2025-09-14,21:20:43.525,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,13.90,120.64,0.00,0.00,0.00,0.00,18.16,89,27,2400171,30,0,0.03,0.00,,
2025-09-14,21:20:43.725,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,13.80,120.76,0.30,0.05,6.04,0.00,16.28,89,28,2400172,30,0,0.03,0.00,,
2025-09-14,21:20:43.941,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,13.40,120.72,0.00,0.00,0.00,0.00,15.45,89,29,2400173,30,0,0.04,0.00,,
2025-09-14,21:20:44.141,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,12.50,120.80,0.10,0.01,1.21,0.00,13.61,89,29,2400173,30,0,0.02,0.00,,
2025-09-14,21:20:44.342,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,11.50,120.76,0.00,0.00,0.00,0.00,12.16,89,30,2400174,30,0,0.03,0.00,,
2025-09-14,21:20:44.527,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,10.60,120.76,0.00,0.00,0.00,0.00,10.92,89,30,2400174,30,0,0.03,0.00,,
2025-09-14,21:20:44.742,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,9.50,120.76,0.10,0.01,1.21,0.00,10.05,89,31,2400175,30,0,0.04,0.00,,
2025-09-14,21:20:44.942,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,8.40,120.80,0.40,0.04,4.83,0.00,9.92,89,31,2400175,30,0,0.04,0.00,,
2025-09-14,21:20:45.141,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,7.70,120.72,0.80,0.08,9.66,0.00,10.33,89,31,2400175,30,0,0.06,0.00,,
2025-09-14,21:20:45.342,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,7.20,120.72,1.20,0.13,15.69,0.00,10.86,89,32,2400176,30,0,0.09,0.00,,
2025-09-14,21:20:45.542,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,7.00,120.76,1.30,0.15,18.11,0.00,11.90,89,32,2400176,30,0,0.10,0.00,,
2025-09-14,21:20:45.744,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,7.20,120.72,1.20,0.16,19.32,0.00,12.94,89,33,2400177,30,0,0.09,0.00,,
2025-09-14,21:20:45.945,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,7.70,120.72,1.10,0.16,19.32,0.00,14.12,89,33,2400177,30,0,0.10,0.00,,
2025-09-14,21:20:46.182,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,8.40,120.76,0.90,0.13,15.70,0.00,14.56,89,34,2400178,30,0,0.08,0.00,,
2025-09-14,21:20:46.347,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,9.10,120.72,1.00,0.15,18.11,0.00,15.37,89,34,2400178,30,0,0.10,0.00,,
2025-09-14,21:20:46.582,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,9.70,120.76,1.30,0.22,26.57,0.00,16.70,89,35,2400179,30,0,0.11,0.00,,
2025-09-14,21:20:46.762,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,10.30,120.68,0.90,0.16,19.31,0.00,17.69,89,36,2400180,30,0,0.09,0.00,,
2025-09-14,21:20:46.962,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,11.00,120.72,1.40,0.27,32.59,0.00,19.05,89,36,2400180,30,0,0.11,0.00,,
2025-09-14,21:20:47.151,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,11.90,120.68,1.80,0.38,45.86,0.00,21.02,89,37,2400181,30,0,0.13,0.00,,
2025-09-14,21:20:47.367,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,13.00,120.64,2.50,0.60,72.38,0.00,24.17,89,38,2400182,30,0,0.18,0.00,,
2025-09-14,21:20:47.562,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,14.40,120.64,2.60,0.72,86.86,0.00,27.50,89,39,2400183,30,0,0.19,0.00,,
2025-09-14,21:20:47.762,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,16.30,120.64,2.40,0.73,88.07,0.00,30.50,89,40,2400184,30,0,0.16,0.00,,
2025-09-14,21:20:47.962,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,18.50,120.55,2.60,0.87,104.88,0.00,33.60,88,41,2400185,30,0,0.17,0.00,,
2025-09-14,21:20:48.163,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,20.90,120.59,1.80,0.66,79.59,0.00,36.65,88,43,2400187,30,0,0.14,0.00,,
2025-09-14,21:20:48.363,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,23.30,120.51,2.10,0.82,98.82,0.00,39.25,88,44,2400188,30,0,0.14,0.00,,
2025-09-14,21:20:48.564,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,25.60,120.64,2.90,1.24,149.59,0.00,42.92,89,46,2400190,30,0,0.19,0.00,,
2025-09-14,21:20:48.782,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,28.00,120.39,3.10,1.43,172.16,0.00,46.01,88,48,2400192,30,0,0.20,0.00,,
2025-09-14,21:20:48.980,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,30.40,120.55,2.00,0.99,119.34,0.00,49.26,88,50,2400194,30,0,0.16,0.00,,
2025-09-14,21:20:49.181,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,32.90,120.39,3.40,1.83,220.31,0.00,53.82,88,52,2400196,30,0,0.21,0.00,,
2025-09-14,21:20:49.390,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,35.50,120.55,2.00,1.13,136.22,0.00,56.65,88,54,2400198,30,0,0.16,0.00,,
2025-09-14,21:20:49.604,53.2593623,50.2387911,0.0,167.20001220703125,0.0,0,38.30,120.55,1.90,1.14,137.43,0.00,59.86,88,57,2400201,30,0,0.16,0.00,,
